",Date,User,Tweet,Favourites"
"24,2021-12-12 23:59:49+00:00,GrantGavin8,""@TheMillzy @Thabiso_Mvuleni @Danny_Stubbs @JBH_swfc @SkySportsF1 I'm a fan of F1.. if you can't see it and then I'm not sure between the two of us, who really has the bais view. That's not the way any championship of any sport should end. The decision of a referee."",0"
"25,2021-12-12 23:59:49+00:00,nights_electro,""F1 has genuinely taken over YouTube, #2 on trending and 3.8 million views in 6 hours😨🤯🤯 https://t.co/HbdpYGyReF"",7"
"26,2021-12-12 23:59:48+00:00,Tbay83,@Nyyx666 @F1 Bullshit comparing with soccer..,0"
"27,2021-12-12 23:59:48+00:00,aejf817,@theplaybook12 @that_barcaFan @F1 Hamilton won his races way ahead of the finale. If I recall Max either crashed the cars or the car died on him..,0"
"28,2021-12-12 23:59:47+00:00,TimATyndall,@PunchDXD @tuysuzilhan @F1 @Max33Verstappen After you talk of grace and respect? Shows why you root for Lewis.,0"
"29,2021-12-12 23:59:46+00:00,PhoebeJRose,@kkevvvinnn @F1 @Max33Verstappen Lol try that argument in court mate. In race 22 it was a farce. The previous 21 races couldn't separate them. Massi stuck his boot in AGAIN and pissed about. Why did Lando not get to have a shot at winning this race like Max did? IThe end was a contrived farce. See this in court.,0"
"30,2021-12-12 23:59:45+00:00,sudhanjaya,""#F1 has an American owner. They have have really succeeded in getting more viewership this season-that's adoption. They have to now make it as dramatic as possible-that's retention. Next, we will see an inflow of American drivers, teams, venues-that's happiness for new viewers."",0"
"31,2021-12-12 23:59:45+00:00,adamwhitey,""@MyguyW @MoscoviciAlex @acwill908 @jeroenscholte50 @F1 @Max33Verstappen You really think a manufactured race between one car with old hards and another similar performance car with brand new sorts is a race? It wasn’t a race, it was a mugging. Any current driver in the rb could have easily passed, with that level of tyre deficit. It was a gifted win."",1"
"32,2021-12-12 23:59:45+00:00,eternitysky2,""@BradleyPhilpot @MercedesAMGF1 from the perspective of merc: they absolutely should. From the perspective of lewis: he already gets so much racist and hateful bs... if his record breaking 8th title is decided in a courtroom, people will never let him forget it."",2"
"33,2021-12-12 23:59:44+00:00,Sxmto_,""Btw, I don't even watch F1 but I knew it was jinxed for Lewis when I saw a video of so many famous people wishing him goodluck 💀"",1"
"34,2021-12-12 23:59:44+00:00,AD42Media,""The real decider in the World Championship was Sergio Perez. The 8s he cost Hamilton in 1 lap took away the option to pit when the safety car came out. @MercedesAMGF1 was screwed at that point. @LewisHamilton had the title shot to bits, which is amazing…"",16"
"35,2021-12-12 23:59:41+00:00,kontrola_,""@F1 @Max33Verstappen Today was a farce,disgraceful"",0"
"36,2021-12-12 23:59:40+00:00,YourMajesttyy,@kallywilli @JP_333__ @MercedesAMGF1 @F1 @LewisHamilton What the truth? 😂 Don't you watch F1?,0"
"37,2021-12-12 23:59:40+00:00,RahimanBaybz,""@JeremyClarkson @LewisHamilton Jeremy, we must admit, """"their"""" desperation (braking rules) is taking the skill of driving a F1 vehicle to victory to dangerous and disastrous consequences."
'He' is a danger to F1.
Hamilton is 7x F1 World Champion where's the Respect?
I sense Racialism creeping in.
"Sad day for F1."",0"
"38,2021-12-12 23:59:40+00:00,Lizzy7214,@Crespo1Ein @racefansdotnet @MercedesAMGF1 @Max33Verstappen @LewisHamilton @danielricciardo But that's not the issue. It's that Masi only let the cars between Max and Lewis unhappy themselves to 'allow them to race' however it really wasn't. He broke the rules and it also affected other drivers e.g. Sainz. Masi needs to leave,1"
"39,2021-12-12 23:59:40+00:00,joejanecek,@ChordsOfFame F1/FIA so dumb,0"
"40,2021-12-12 23:59:39+00:00,SportSplurge,""Has today's farcical race finish changed your desire to watch F1 next year?"
"@SkySportsF1 @fia @C4F1 #Masi #LewisHamilton #MaxVerstappen"",0"
"41,2021-12-12 23:59:39+00:00,gouchnz,@bartlettcharles @Waymak @F1 This appeal will end with max winning but Michael stepping down,0"
"42,2021-12-12 23:59:38+00:00,blairessss,@InsideJob27 @F1 It’s all on Mercedes not pitting Lewis. That’s just it.,0"
"43,2021-12-12 23:59:38+00:00,risyadrinald,""@MercedesAMGF1 damn guys you win constuctorn😬 you win since 8 years ago, since my best friend still alive untill passed away, don't kill the game, most people hate your domination, chin up greedy"",0"
"44,2021-12-12 23:59:38+00:00,KarthikMe9,#CEI will win like Verstappen beats Hamilton in one of the greatest finishes to an #F1 season ever. #MaxVerstappen  #AbuDhabiGP #F1TitleChampionship,0"
"45,2021-12-12 23:59:38+00:00,teteng511,""@F1 @Max33Verstappen Should be with an  """"*"""""",0"
"46,2021-12-12 23:59:38+00:00,RobMacG3,""@F1 Michael knew max would eat him up with those new tires.Horner talked him onto it. There was no chance Lewis could compete that last lap.   It was half in the bag and Michael put the other half in there for max.  And if you’re going to call me for sour grapes, remember Spa?"",0"
"47,2021-12-12 23:59:37+00:00,dafcabral,@F1 @Max33Verstappen Super Maxx 33,0"
"48,2021-12-12 23:59:37+00:00,ClifPalmberg,""#F1 Will you refund my premium annual subscription? I thought I paid for sport, not a #michaelmassi manufactured farce. This was an epic season that will be tarnished forever."",3"
"49,2021-12-12 23:59:37+00:00,TomOlzheim,@racytracy @F1 Bye nobody will miss you,2"
"50,2021-12-12 23:59:36+00:00,ASHULass,@Apreee2 @will5023 @AAussie1235 @F1 @Max33Verstappen Tbh both deserved the championship equally but fia just fucked up the whole season,2"
"51,2021-12-12 23:59:36+00:00,susannah21,@jason63331656 @LewisHamilton @MercedesAMGF1 @F1 Must be so nice! I can only do it to some degree with the nba,1"
"52,2021-12-12 23:59:36+00:00,Julian2017124,@BW_evo @jncfc26 @MercedesAMGF1 @F1 @fia And put it this way okay: It’d be a @premierleague club bring on a attorney immediately after the game to confront refs. That isn’t the appropriate way to go about launching appeals or protest.,0"
"53,2021-12-12 23:59:36+00:00,rodro_ber,@MercedesAMGF1 Bad Looser,0"
"54,2021-12-12 23:59:35+00:00,theonlyandyt,@aafkedewit @K82_LFC @Fake_Chacho @MercedesAMGF1 errr. Brazil,1"
"55,2021-12-12 23:59:35+00:00,Harrybrz,@Niels20145383 @pp43520636 @BrodBrod0 @trippie140017 @F1 They said before the race what the rules were,0"
"56,2021-12-12 23:59:34+00:00,zand6586,@CJ_Barton1 @jturnerdds @SuperMauroBros1 @PGATOUR @Carlossainz55 @F1 Jokes aren't allowed on golf Twitter...,0"
"57,2021-12-12 23:59:34+00:00,TzuSays,@vamilholland @Ji44835048 @JustMitch__ @TheRomeo @F1 Sorry going back to this. People have been complaining about rewriting the rules on the spot. How does this not qualify? Tbh the more I think about it the more it was just awful safety car luck. I remember Hamilton beating Leclerc because Lec pitted and then the SC came out...,0"
"58,2021-12-12 23:59:34+00:00,scuderialara,@racdurr_f1 I thought that they saw something we didn't. Like a driver struggling or something. Then this would make sense,0"
"59,2021-12-12 23:59:33+00:00,JagisinhoV2,@NajoOG @JamesElliottHu1 @dystainak @F1 Caused by the shock through the car during the crash,1"
"60,2021-12-12 23:59:33+00:00,NathanLalande4,@gus6gus7 @F1 @LewisHamilton How’s Lewis’ teammate do thsi race bud? Oh yeah he dropped back to 10th,0"
"61,2021-12-12 23:59:31+00:00,Cootie_87,""Quality watch of the F1 highlights and fully deserved for Max. "
"Sky Coverage agreeing overlapped cars shouldn’t overtake 🤣🤣🤣 Sums F1 up! #AbuDabhiGP"",0"
"62,2021-12-12 23:59:30+00:00,cd_Zim,@bart_brinkmann @willermiller @redbullracing @Max33Verstappen @LewisHamilton Kudos to @redbullracing though for making all the right decisions in their win that was propped up by the @fia  😎,0"
"63,2021-12-12 23:59:29+00:00,Marc200388,""@desert_rider801 @F1 @Max33Verstappen How does benign happy for Verstappen winnin his 1st world championship make me a classless test?"

"You can cry all you want it won’t change anything. Be thankful Lewis and Max gave us a season to remember 👍"",0"
"64,2021-12-12 23:59:29+00:00,Cosgrove84,@PreserveTheKing @RiceSZN_ @MercedesAMGF1 Those tyres were a bit old an hour later 🤣,0"
"65,2021-12-12 23:59:29+00:00,AnouchkaM,""This…. 🙌🏼🏁 "
"#checoperez #MaxVerstappen33 #redbullracing #FormulaOne #AbuDabhiGP @SChecoPerez https://t.co/3WQles3RM6"",4"
"66,2021-12-12 23:59:28+00:00,ARTUROD71,@SChecoPerez @Max33Verstappen @redbullracing @HondaRacingF1 You are a freaking legend slick!!!,0"
"67,2021-12-12 23:59:28+00:00,Contrary56,Sorry to the folks who follow me and now have to deal with me talking about racing games and F1,0"
"68,2021-12-12 23:59:28+00:00,stellie32c,@Max33Verstappen Well deserved considering the whole of the year! Reason to watch F1,0"
"69,2021-12-12 23:59:27+00:00,SukiCreates,@Sznnyz F1 best imo,0"
"70,2021-12-12 23:59:27+00:00,thebackwing,""@IsntItShuffle @Dan_ChargedUK @F1 Radio between Lewis even said """"going green to the finish"""" in turn 2. They all knew it was coming."",0"
"71,2021-12-12 23:59:26+00:00,Ekamobi,@FromThyLake @F1 It was stolen full stop. The desperation to have a new face take the win is shameful. You can delay but you cannot deny greatness. He will be back.,0"
"72,2021-12-12 23:59:26+00:00,orapadiamond,@NicolaAdamsOBE @LewisHamilton A sideshow run by tossers and watched by the kids you bullied at school 🤗,0"
"73,2021-12-12 23:59:25+00:00,hrrypvssy,tour is over f1 season is over... what am i gonna do now https://t.co/0ZyMfeNATD,1"
"74,2021-12-12 23:59:25+00:00,George_Tucker4,""@twinkletoes7799 @Max_Fewtrell You never really loved it then. No one would truly leave something they hold so dear like that. Love should be unconditional, and honestly only grows through the hard times. F1 can change! It already is! You, however, do not love."",0"
"75,2021-12-12 23:59:24+00:00,the_boy_olly,""@NicolaAdamsOBE @LewisHamilton Yeah, it’s Max Verstappen."",0"
"76,2021-12-12 23:59:24+00:00,Phantom_Wizzard,@LS16Gaming @F1 @Max33Verstappen I'm already crying. No fucking words.,1"
"77,2021-12-12 23:59:24+00:00,blindedbyvoices,@IanRElliot @game_f8 @MercedesAMGF1 @fia If I was them I’d just say we Covid concerns,1"
"78,2021-12-12 23:59:24+00:00,MissChristelleG,@ndrew_h93 @Piepie83040438 @elfary74 @Sibu_MpanzaSA @MercedesAMGF1 @fia And his fans too https://t.co/8dGbnXXHKl,0"
"79,2021-12-12 23:59:23+00:00,hello2youz,@howling_madmurd @kingofcbus @MercedesAMGF1 Mercedes didn’t know that Masi would make up new rules to help Red Bull!! 😂🤦‍♂️,3"
"80,2021-12-12 23:59:22+00:00,HansMul02195898,@TimColl46016167 @Lovethatturbo @Mars_Farmer @MercedesAMGF1 It's the LAW!!!! LMAO,0"
"81,2021-12-12 23:59:21+00:00,huskers_fan,@MercedesAMGF1 Twist is an odd word to describe what Masi did in a unilateral move.  How many millions/billions go into this sport and the fans and teams deserve better governance.  Some 10 cent czar “decides” how he want to contrive a finish,0"
"82,2021-12-12 23:59:21+00:00,heyitsmiller,""@TheBigEnglish @Shapalicious @F1 So they changed the rules, bent the rules, or just applied the rules as they’re written? You guys gotta get on the same page if you’re going to make a decent complaint."",0"
"83,2021-12-12 23:59:21+00:00,thejakewhiteley,Fantastic achievement by @Max33Verstappen today; wonderful rivalry with @LewisHamilton throughout the season gave everyone a final #F1 race/lap for the ages. Chuffed also for #TheDutchOranje - they’ve got a major-league #WorldChampion at last!!! 😉😀👏🏻👏🏽👏🏿🏁 https://t.co/SdPwNUa5LG,0"
"84,2021-12-12 23:59:20+00:00,Junior69020508,""@F1Tricky @LewisHamilton Me, I would retire"",1"
"85,2021-12-12 23:59:20+00:00,WHUKasp,@KevinP_1987 @F1 @Max33Verstappen No one does. Everyone knows the FIA gave him the title.,1"
"86,2021-12-12 23:59:20+00:00,gb197300,@fia @F1 @MercedesAMGF1 @redbullracing Michael Massey has to be fired with immediate effect!! Absolutely disgusting!!,0"
"87,2021-12-12 23:59:20+00:00,ayee_jane,@DivineShot @Millar92 @flaren1337 @F1 @Max33Verstappen Just leave this here. https://t.co/Iap7M0Dvt4,8"
"88,2021-12-12 23:59:19+00:00,MorySchwartz,@redbullracing Because of Masi it's a hollow victory. Will forever be a black mark of this Title,0"
"89,2021-12-12 23:59:19+00:00,Richard70140210,@MercedesAMGF1 Complete farce,0"
"90,2021-12-12 23:59:18+00:00,Seamus1814,""@F1 @Max33Verstappen So the best driver is decided by stewards, if it isn't already bad enough as it was always the best car. Pointless hobby. It's not a sport."",1"
"91,2021-12-12 23:59:17+00:00,mauro_mondiello,""@F1 Thanks to Masi."
This is not a sport.
This is only a show.
"A shitty show."",0"
"92,2021-12-12 23:59:17+00:00,Jaden59769093,""@MercedesAMGF1 get michael masi out seriously never have i seen a race director to do things under pressure, and speaking to him during the race shouldn’t be allowed christian horner moaning all the time"",1"
"93,2021-12-12 23:59:17+00:00,4lternative,@ValtteriBottas @MercedesAMGF1 @F1 @ThomasMaheux History doesnt know sidekicks,0"
"94,2021-12-12 23:59:16+00:00,JOC__1991,""It's a very weird feeling to know we'll never see Kimi race in F1 again but no matter who you support in the future or if you decide to stop watching, I hope we'll stay in contact. "

"Thanks to you all for everything ❤️ *tears in my eyes* 😅"",34"
"95,2021-12-12 23:59:16+00:00,F1koenig,@Benjiking_10 @the_staveros @LewisHamilton This dude on the other hand 🤣🤣🤷🏿‍♂️ https://t.co/dPg3BmOIIK,0"
"96,2021-12-12 23:59:15+00:00,HaroldRAnderson,""@F1 F1, you have ended one of the most exciting and competitive championships of all time in a disappointing and questionable manner. No matter how much fluffy spin your social media keyboardists produce, it’s tainted.  Congratulations."",3"
"97,2021-12-12 23:59:15+00:00,Jigga_247,""@Alinaep @alexisohanian @F1 Please be honest with yourself... they threw their own rules into a dustbin."
1) All lapped cars are supposed to pass the leader and safety car... they only asked the lapped cars between Lewis and Max;
"2) Safety car only ends 1 lap after lapped cars have passed... it endeed sooner"",5"
"98,2021-12-12 23:59:15+00:00,absolutlumia,@cfctuchelball @AutoRacing69 @RnbRnb7 @SilverstoneUK @LewisHamilton they have seen at least 3 seasons of drive to survive.. of course they now how the shit works.,1"
"99,2021-12-12 23:59:15+00:00,Jargendas,@stanreport @F1 @Max33Verstappen Always has been.,0"
"100,2021-12-12 23:59:14+00:00,di_sav,""@bolusani @g30r93g @BiancaBeemer @MercedesAMGF1 Becuase its about """"integrity"""".....right?"",0"
"101,2021-12-12 23:59:14+00:00,carlfhoward,@phippo74 @MJPhippsy @MercedesAMGF1 Nope. I thought it was awful. Could only conclude they did it to make it more interesting for commercial reasons. Hamilton l d for 57 laps and was about 10 seconds ahead with 4 laps to go. Cringey,0"
"102,2021-12-12 23:59:14+00:00,vert699,Rally is the sport that should be way more mainstream than f1 but isn’t,1"
"103,2021-12-12 23:59:13+00:00,LidayuanJLR2182,@Max33Verstappen @redbullracing @HondaRacingF1 @SChecoPerez You don't deserve to win this championship at all.  Very shameful.,23"
"104,2021-12-12 23:59:13+00:00,maryyasmine,Remember when the FIA said “we don’t want to interfere with the championship” 😭 the lack of self-awareness 😭 #F1 #AbuDhabiGP,35"
"105,2021-12-12 23:59:13+00:00,F1NewsReports,Here is the race result #F1 #AbuDhabiGP #HistoryAwaits https://t.co/uhFiAAFIcF,0"
"106,2021-12-12 23:59:12+00:00,Richard40521014,@JeanTodt @fia @F1 @Max33Verstappen @LewisHamilton @redbullracing @MercedesAMGF1 What you don’t get @JeanTodt  is that the sport you represent has been tarnished today by you the body representing it. Whoever wins the championship after the lawyers have finished is tarnished. Michael Masi needs to resign. We need a fresh start for 2022 for the sake of F1!,5"
"107,2021-12-12 23:59:11+00:00,F1Imi,@Duvahkin @Patrickthewise_ @F1 @Max33Verstappen How many ethnic minorities are working for FIA? Where is the exclusivity and diversity. How many top jobs in FIA can you tell.,0"
"108,2021-12-12 23:59:11+00:00,roskammmm,""Michael Masi can u leave F1? like, immediately? please?"",3"
"109,2021-12-12 23:59:10+00:00,SimplySlick7,@roberpesca @luukie70 @scarr19751 @Olav_Mol @MercedesAMGF1 I guess it's impossible to follow the rules when there techincally isn't any,0"
"110,2021-12-12 23:59:10+00:00,cristianrumont,@JayMans91 @redbullracing @alex_albon Sorry what???,0"
"111,2021-12-12 23:59:09+00:00,yavishnyakovski,@LewisHamilton Why so quiet now 😏?,0"
"112,2021-12-12 23:59:08+00:00,stevegrayfs,I'm glad I have never ever been even remotely interested in F1,0"
"113,2021-12-12 23:59:08+00:00,CDRCDR,""@F1 #F12021 #AbuDhabiGP "

- Max couldn’t close the gap between his car and Lewis’s until the safety car appeared
"-When the safety car left, #Max was somehow directly behind #Hamilton several cars that Max should have had to lap to be behind Lewis magically disappeared"",2"
"114,2021-12-12 23:59:07+00:00,magicmcguane,""ive always had a soft spot for lewis (being a british f1 driver), but today my respect and praise for him has skyrocketed and im so proud of this guy. Even though today i think he was so unfortunate with the turnout, proved he is a determined driver who will never ever give up 💜 https://t.co/R2tBwC52wu"",6"
"115,2021-12-12 23:59:07+00:00,perreoprincesa,ff alles omtrent f1 gemute want i really do not give a single fuck,5"
"116,2021-12-12 23:59:06+00:00,Kwalter135,@BarmiesNiagara @MauriceMacken @DietmarHamann @F1 @LewisHamilton Exactly,1"
"117,2021-12-12 23:59:06+00:00,Tovino56692204,@LewisHamilton U did well lewis,0"
"118,2021-12-12 23:59:05+00:00,Steve_Devon58,Our verdict on how the 2021 F1 title was settled https://t.co/qL02I9e4Kg via @wearetherace,0"
"119,2021-12-12 23:59:04+00:00,danna_dafz,""Thank you Honda what an amazing final season in F1, well it's hard to say good bye but it's what it's. #PoweredByHonda "
"#あるがとう https://t.co/FTfBjCLvGe"",0"
"120,2021-12-12 23:59:04+00:00,aamenahh,this f1 netflix season fina be fire,1"
"121,2021-12-12 23:59:03+00:00,Ambasnakeman,@F1 @Max33Verstappen Sounds like the spanish rigged @motogp 2015 season for @ValeYellow46 . @LewisHamilton @fia,0"
"122,2021-12-12 23:59:03+00:00,MichaelNUFC_,""@L3w1s_Nufc @F1 @Max33Verstappen As much as I hate Hamilton, I’ll admit that the fact he was able to take this to the final day was phenomenal stuff from him. But max also deserves credit for being consistent throughout the season, both deserved to win, but as the commentary said “there can only be one champion”"",0"
"123,2021-12-12 23:59:02+00:00,xubcode,@MUnitedGirl @F1_Jordan Boycott @fia,0"
"124,2021-12-12 23:59:01+00:00,No_Name_Acct,@RedG_F1 @RedbeardRohan @Jontys_Corner The director manages the race. He decided it would be a one lap showdown. Hamilton had the faster car and pole. Verstappen had better tires. Chips fell from there,1"
"125,2021-12-12 23:59:01+00:00,S_A_U_R_A_BH,@fia you have made mockery of #F1 today..it’s the beginning of the end for #racing now ..just scripted drama #FIA #AbuDabhiGP #MasiOUT #Cheating #TeamLH44 @LewisHamilton you are my champion 💔 ..@MercedesAMGF1 don’t let them go with this,5"
"126,2021-12-12 23:58:59+00:00,elmauvc,@BlnDarkknight @MercedesAMGF1 Totally agree.,1"
"127,2021-12-12 23:58:59+00:00,Maciek97160889,""@Aized10 @F1_Jordan Dear, Lewis Hamilton won World Championship 7 times."",0"
"128,2021-12-12 23:58:58+00:00,bl8in3,@F1 Michael Masi and Christian Horner are the 2021 F1 World Champions.,4"
"129,2021-12-12 23:58:58+00:00,pamelajean09,""@_markpetchey @redbullracing @Max33Verstappen https://t.co/TqK2eNAPWA, Real sport fans want fair game. @LewisHamilton was way out in lead practically whole race. He deserved to win. Just listen to commentary. Stupid rules gave this result. Say in tennis, someone falling over in rain and ‘Oh let’s give them a extra set!’😡"",0"
"130,2021-12-12 23:58:55+00:00,Renee_Renzo,@louis_cameron04 @NeilLindsay1 @F1 @LewisHamilton @MercedesAMGF1 Yeah when he was asked 🙄🙄 ffs,0"
"131,2021-12-12 23:58:55+00:00,KaiteyLewis,@SchumacherMick @Max33Verstappen Congrats on completing your first F1 season Mick 👊 I hope 2022 is an amazing season for you and the team ❤,1"
"132,2021-12-12 23:58:55+00:00,Nv4101,""@BassieStream @_The_BigT @BRBruceLee1 @flaren1337 @ayee_jane @F1 @Max33Verstappen But that is a complete different case anyways, with rules between two drivers battling being vague, That is a crash. where this case was clear cut in the book of rules and regulations with clear and obvious do’s and Dont’s which can’t be messed around with, which masi changed"",0"
"133,2021-12-12 23:58:55+00:00,markcope_inky,@wbuxtonofficial F1 died today. No longer a sport.,0"
"134,2021-12-12 23:58:55+00:00,alvarocrespo96,""@MercedesAMGF1 You are staining the name of Mercedes, respect you"",0"
"135,2021-12-12 23:58:55+00:00,vfpn2019,""@MercedesAMGF1 After what Lewis did on Interlagos race, recovering of 1 mm wing gap penalty and winning the race, FIA decided Verstappen would be F1 champion anyway. The shame on 2021 season will last forever. Lewis is the best F1 driver of 2021. 🏁🇬🇧🇧🇷"",0"
"136,2021-12-12 23:58:53+00:00,danielselby,""As a fan, and looking at the race today, I can’t describe how disappointed I am to see the big showdown end that way!!"
It’s actually an embarrassment to @F1 and the @fia should be disgusted in it ending that way.
"Both drivers deserved to win- but fairly."",2"
"137,2021-12-12 23:58:53+00:00,CHumiliation,""@tommwarren7 @LewisHamilton Yep, I don't understand lol. 2009, I was absolutely buzzing Jenson Button won the championship, because it was another Brit winning the championship. I watch F1 and hope to see my home country drivers up in the points every race."",1"
"138,2021-12-12 23:58:53+00:00,djstolk,@andrewatts @CastricumJoris @MercedesAMGF1 That is definitely what is on our minds today,1"
"139,2021-12-12 23:58:53+00:00,SteveO_1920,@Norfolk_Rules @trippie140017 @F1 @Max33Verstappen No. He did not have to wait until the following lap. At any given moment the Racing director has the overriding authority to pull the safety car. They also have an overriding authority in the restart of the race.,0"
"140,2021-12-12 23:58:52+00:00,Elizabe14316358,@MercedesAMGF1 @LewisHamilton RBR has much more the atmosphere of a racing team instead of a corporation. This is why Max will never drive for you guys. You are not a good match!,1"
"141,2021-12-12 23:58:52+00:00,kohmei_str4,""Congratulation @Max33Verstappen "
Congratulation @redbullracing 
Congratulation and thank you @HondaRacingF1 
GJ @SChecoPerez 
"#SimplyLovely https://t.co/OdcevDAX00"",1"
"142,2021-12-12 23:58:52+00:00,KiwedaDavis,@yayamathilde @ShareDaFire1 @scobie @LewisHamilton Best response.,0"
"143,2021-12-12 23:58:51+00:00,prachi25385939,""It's 5 in the morning, I feel gutted about what happened yesterday with @LewisHamilton @MercedesAMGF1. It's going to take me few days to recover from this. @F1 this is not done!!!!!"",0"
"144,2021-12-12 23:58:50+00:00,meridiansour,I asked my friend who works in the F1 industry and he said there was no drama.,1"
"145,2021-12-12 23:58:50+00:00,oo0Ruben0oo,@Damo_1983 @Chafasi @SilkyLegend @LewisHamilton The car was gone pretty quick this time and the track was clear. What can we say??... This is how history wrote the last race. And nobody cud have thought about this ending.,2"
"146,2021-12-12 23:58:50+00:00,AbigailPhiri20,""@F1 Very very touching indeed."
"Anthony Hamilton very dignified. No bad taste in his body language.."",0"
"147,2021-12-12 23:58:49+00:00,teteng511,@F1 Crastapen was beaten feo 57laps til FIA gave him an early christmas gift..,0"
"148,2021-12-12 23:58:48+00:00,Gav_1961,@anthony_staal @BBMonte @fia @Max33Verstappen @F1 @LewisHamilton @Carlossainz55 Max should be kicked out of F1 for his dangerous driving,3"
"149,2021-12-12 23:58:48+00:00,arkaynine_weee,""10 lap sprint.  lewis vs max for the WDC. @F1 "
If you want racing.  This is the way.     
"If you want a rigged WDC, then carry on."",1"
